,Company,ESP,Estimate_eps,Estimate_sales,Reported_eps,Reported_sales,cap,symbol,timing
2020-07-23,Safehold Inc.,,0.28,37.64,0.24,37.4,2684.0,SAFE,bmo
2020-07-23,Vicor Corporati...,,0.02,65.8,,,3251.0,VICR,amc
2020-07-23,City Holding Co...,,0.87,53.35,1.12,52.7,1062.0,CHCO,bmo
2020-07-23,Glacier Bancorp...,,0.52,175.17,,,3381.0,GBCI,amc
2020-07-23,"Lg Display Co.,...",,-0.4,4100.48,-0.58,4351.74,3950.0,LPL,bmo
2020-07-23,Firstservice Co...,,0.31,543.9,0.86,621.6,4321.0,FSV,bmo
2020-07-23,East West Banco...,,0.7,383.8,0.7,402.41,5048.0,EWBC,bmo
2020-07-23,Scor Se,,,,-0.08,4062.33,5364.0,SCRYY,bmo
2020-07-23,"Corelogic, Inc....",,0.92,463.83,1.02,477.46,5396.0,CLGX,bmo
2020-07-23,Mail Ru Group,,,,0.21,319.34,5694.0,MLRYY,bmo
2020-07-23,First American...,,0.83,1524.0,1.05,1608.73,6002.0,FAF,bmo
2020-07-23,Reliance Steel...,,0.4,1936.52,1.36,2019.3,6069.0,RS,bmo
2020-07-23,Robert Half Int...,,0.35,1125.88,,,6143.0,RHI,amc
2020-07-23,Manhattan Assoc...,,0.35,127.27,,,6198.0,MANH,amc
2020-07-23,"Watsco, Inc.",,1.91,1303.73,2.26,1355.39,7518.0,WSO,bmo
2020-07-23,Gecina Act Nom,,,,,,8891.0,GECFF,amc
2020-07-23,Sandy Spring Ba...,,0.42,104.5,0.15,124.44,1114.0,SASR,bmo
2020-07-23,Seacoast Bankin...,,0.32,78.09,,,1033.0,SBCF,amc
2020-07-23,Pool Corporatio...,,3.09,1147.37,3.87,1280.85,11838.0,POOL,bmo
2020-07-23,Scholastic Corp...,,-0.93,272.6,,,1009.0,SCHL,amc
2020-07-23,"Neurometrix, In...",,,,-0.28,1.36,4.0,NURO,bmo
2020-07-23,Ranger Energy S...,,-0.55,31.4,,,49.0,RNGR,amc
2020-07-23,Genocea Bioscie...,,-0.41,,-0.39,0.91,75.0,GNCA,bmo
2020-07-23,First Western F...,,0.2,18.0,,,115.0,MYFW,amc
2020-07-23,"County Bancorp,...",,0.2,11.72,,,131.0,ICBK,amc
2020-07-23,Precision Drill...,,-0.12,132.14,-0.11,136.89,178.0,PDS,bmo
2020-07-23,"Clearfield, Inc...",,0.08,23.0,,,187.0,CLFD,amc
2020-07-23,Capstar Financi...,,0.16,23.2,,,203.0,CSTR,amc
2020-07-23,Atlantic Capita...,,0.2,23.45,,,244.0,ACBI,amc
2020-07-23,Reliant Bancorp...,,0.26,28.83,,,246.0,RBNC,amc
2020-07-23,Ardagh Group S....,,0.35,1523.54,0.37,1606.0,256.0,ARD,bmo
2020-07-23,Del Taco Restau...,,-0.08,105.23,,,257.0,TACO,amc
2020-07-23,American Nation...,,0.46,23.66,0.5,24.1,259.0,AMNB,bmo
2020-07-23,Cyberoptics Cor...,,0.05,,0.22,16.0,282.0,CYBE,bmo
2020-07-23,West Bancorpora...,,0.42,21.8,0.48,22.52,288.0,WTBA,bmo
2020-07-23,Midland States...,,0.32,62.3,,,333.0,MSBI,amc
2020-07-23,Adva Optical,,0.03,151.2,0.17,159.66,375.0,ADVOF,bmo
2020-07-23,"Byline Bancorp,...",,0.08,62.1,,,497.0,BY,amc
2020-07-23,Banc Of Califor...,,-0.39,58.95,-0.02,60.84,519.0,BANC,bmo
2020-07-23,Crossfirst Bank...,,0.07,41.54,,,526.0,CFB,amc
2020-07-23,Lakeland Bancor...,,0.26,56.53,0.23,56.0,549.0,LBAI,bmo
2020-07-23,Lemaitre Vascul...,,-0.05,15.58,,,583.0,LMAT,amc
2020-07-23,Pattersonuti En...,,-0.58,231.85,-0.56,250.38,716.0,PTEN,bmo
2020-07-23,Heritage Financ...,,0.2,57.03,-0.17,58.56,747.0,HFWA,bmo
2020-07-23,Forestar Group...,,0.01,53.55,,,769.0,FOR,amc
2020-07-23,Employers Holdi...,,0.27,164.18,,,983.0,EIG,amc
2020-07-23,Oceanfirst Fina...,,0.34,89.6,,,1008.0,OCFC,amc
2020-07-23,Allegion Plc,,0.79,600.4,0.92,589.5,10127.0,ALLE,bmo
2020-07-23,Idex Corporatio...,,1.01,526.69,,,12828.0,IEX,amc
2020-07-23,Intel Corporati...,,1.11,18542.72,,,257004.0,INTC,amc
2020-07-23,Repsol Sa,,-0.25,,-0.18,6619.72,14046.0,REPYY,bmo
2020-07-23,Hershey Company...,,1.12,1743.94,1.31,1707.33,28562.0,HSY,bmo
2020-07-23,Bjs Restaurants...,,-1.81,126.38,,,413.0,BJRI,amc
2020-07-23,"W.w. Grainger,...",,3.48,2753.78,3.75,2837.0,18036.0,GWW,bmo
2020-07-23,Fifth Third Ban...,,0.26,1851.34,0.3,1850.0,13783.0,FITB,bmo
2020-07-23,Yamana Gold Inc...,,0.03,,,,5630.0,AUY,amc
2020-07-23,"Marinemax, Inc....",,0.73,417.32,1.58,498.3,564.0,HZO,bmo
2020-07-23,Huntington Banc...,,0.06,1147.25,0.13,1188.0,9351.0,HBAN,bmo
2020-07-23,The Travelers C...,,-0.2,7747.33,-0.2,7401.0,30446.0,TRV,bmo
2020-07-23,Air Products An...,,2.05,2083.55,2.01,2065.2,64134.0,APD,bmo
2020-07-23,Cintas Corporat...,,1.23,1555.83,1.35,1619.58,29559.0,CTAS,bmo
2020-07-23,Skechers U.s.a....,,-0.65,681.74,,,4669.0,SKX,amc
2020-07-23,Edwards Lifesci...,,0.15,776.95,,,47057.0,EW,amc
2020-07-23,Tractor Supply...,,2.62,3007.03,2.9,3176.33,16653.0,TSCO,bmo
2020-07-23,Firstenergy Cor...,,0.54,2569.83,,,18555.0,FE,amc
2020-07-23,Alaska Air Grou...,,-3.39,307.68,-3.54,421.0,4438.0,ALK,bmo
2020-07-23,Alliancebernste...,,0.62,727.5,0.61,698.73,2821.0,AB,bmo
2020-07-23,Kimberlyclark C...,,1.82,4513.34,2.2,4612.0,48971.0,KMB,bmo
2020-07-23,Etrade Financia...,,0.75,678.03,,,11954.0,ETFC,amc
2020-07-23,Nucor Corporati...,,0.14,4118.94,0.36,4327.31,12615.0,NUE,bmo
2020-07-23,Freeportmcmoran...,,-0.03,3203.99,0.03,3054.0,19427.0,FCX,bmo
2020-07-23,Stmicroelectron...,,0.08,2000.0,0.1,2087.0,27737.0,STM,bmo
2020-07-23,Union Pacific C...,,1.61,4399.3,1.67,4244.0,121233.0,UNP,bmo
2020-07-23,Southwest Airli...,,-2.53,868.94,-2.67,1008.0,17109.0,LUV,bmo
2020-07-23,Skyworks Soluti...,,1.13,690.06,,,22932.0,SWKS,amc
2020-07-23,American Airlin...,,-6.75,1481.12,-7.82,1622.0,5828.0,AAL,bmo
2020-07-23,Blackstone Grou...,,0.43,1125.43,0.43,1112.88,38598.0,BX,bmo
2020-07-23,"Twitter, Inc.",,-0.02,717.99,-1.39,683.44,29039.0,TWTR,bmo
2020-07-23,Danaher Corpora...,,1.06,4963.11,1.44,5297.4,136015.0,DHR,bmo
2020-07-23,"Pultegroup, Inc...",,0.84,2542.64,1.15,2593.78,10109.0,PHM,bmo
2020-07-23,Old Republic In...,,0.35,,0.42,1623.9,5134.0,ORI,bmo
2020-07-23,Dmc Global Inc....,,-0.15,44.25,,,426.0,BOOM,amc
2020-07-23,West Pharmaceut...,,0.91,493.22,1.25,527.2,18611.0,WST,bmo
2020-07-23,Dow Inc.,,-0.3,7963.32,-0.26,8354.0,31881.0,DOW,bmo
2020-07-23,Dassault System...,,0.83,1158.56,0.88,1176.53,48356.0,DASTY,bmo
2020-07-23,Gain Capital Ho...,,0.47,85.65,,,231.0,GCAP,amc
2020-07-23,"Autonation, Inc...",,0.36,4038.64,1.41,4533.0,3939.0,AN,bmo
2020-07-23,Pentair Plc,,0.48,678.16,0.52,713.3,6972.0,PNR,bmo
2020-07-23,"Entegris, Inc.",,0.49,417.55,0.6,448.41,8305.0,ENTG,bmo
2020-07-23,Alkaline Water...,,-0.09,12.63,,,140.0,WTER,amc
2020-07-23,Materion Corpor...,,0.42,282.55,0.49,271.47,1272.0,MTRN,bmo
2020-07-23,The Boston Beer...,,2.2,418.75,,,7967.0,SAM,amc
2020-07-23,"Greenhill  Co.,...",,-0.55,43.61,,,222.0,GHL,amc
2020-07-23,Mt Bank Corpora...,,1.91,1474.14,1.76,1444.41,13333.0,MTB,bmo
2020-07-23,Peoples United...,,0.24,495.87,,,4973.0,PBCT,amc
2020-07-23,"Ehealth, Inc.",,-0.19,83.26,,,2861.0,EHTH,amc
2020-07-23,"Citrix Systems,...",,1.21,767.37,1.53,798.93,20469.0,CTXS,bmo
2020-07-23,"Verisign, Inc.",,1.24,312.43,,,23687.0,VRSN,amc
2020-07-23,Teck Resources...,,-0.03,1234.84,0.12,1240.82,5735.0,TECK,bmo
2020-07-23,Herc Holdings I...,,-0.82,387.1,0.25,368.0,1027.0,HRI,bmo
2020-07-23,Scientific Game...,,-1.91,453.09,,,1502.0,SGMS,amc
2020-07-23,Quest Diagnosti...,,1.41,1824.0,1.42,1827.0,17199.0,DGX,bmo
2020-07-23,Cms Energy Corp...,,0.4,1526.42,,,17786.0,CMS,bmo
2020-07-23,Daimler Ag,,-1.82,30457.13,-2.06,33229.63,48034.0,DDAIF,bmo
2020-07-23,Cenovus Energy...,,-0.44,1966.92,-0.25,1568.34,6058.0,CVE,bmo
2020-07-23,Bank Ozk,,0.35,234.5,,,3137.0,OZK,amc
2020-07-23,"Mattel, Inc.",,-0.38,673.57,,,3899.0,MAT,amc
2020-07-23,"Popular, Inc.",,0.81,572.3,1.49,562.94,3226.0,BPOP,bmo
2020-07-23,Svb Financial G...,,2.96,757.21,,,11577.0,SIVB,amc
2020-07-23,Alliance Data S...,,1.84,1243.3,1.86,979.3,2013.0,ADS,bmo
2020-07-22,Heritagecrystal...,,-0.21,69.48,-0.31,79.52,369.0,HCCI,amc
2020-07-22,Sei Investments...,,0.69,403.16,0.68,400.65,8635.0,SEIC,amc
2020-07-22,"First Cash, Inc...",,0.5,433.55,0.62,412.75,2650.0,FCFS,bmo
2020-07-22,Grupo Aeroportu...,,0.17,70.26,-0.75,75.84,3022.0,ASR,amc
2020-07-22,Universal Fores...,,0.63,1091.04,1.08,1242.0,3170.0,UFPI,amc
2020-07-22,Meritage Homes...,,1.52,890.96,2.38,1033.08,3195.0,MTH,amc
2020-07-22,Cohen  Steers I...,,0.55,,0.54,94.09,3255.0,CNS,amc
2020-07-22,Sl Green Realty...,,1.55,184.26,1.7,174.14,3669.0,SLG,amc
2020-07-22,Rli Corp.,,0.45,233.31,0.77,225.65,3764.0,RLI,amc
2020-07-22,Bok Financial C...,,1.17,449.27,0.92,510.8,3877.0,BOKF,bmo
2020-07-22,Silgan Holdings...,,0.63,1115.69,0.85,1176.5,3915.0,SLGN,bmo
2020-07-22,Landstar System...,,0.72,782.58,0.98,823.51,4673.0,LSTR,amc
2020-07-22,First Industria...,,0.44,109.04,0.46,109.2,5003.0,FR,amc
2020-07-22,Norsk Hydro Asa...,,,,0.01,3164.68,6305.0,NHYDY,bmo
2020-07-22,Globe Life Inc....,,1.58,1158.59,1.65,1185.67,8005.0,GL,amc
2020-07-22,Coca Cola Femsa...,,0.61,1897.31,,,8723.0,KOF,amc
2020-07-22,"Nasdaq, Inc.",,1.45,686.79,1.54,699.0,21495.0,NDAQ,bmo
2020-07-22,Icon Plc,,1.1,594.31,1.2,620.23,10191.0,ICLR,amc
2020-07-22,Sun Communities...,,1.17,311.24,1.12,303.27,13445.0,SUI,amc
2020-07-22,Baker Hughes Co...,,-0.01,4687.23,-0.05,4736.0,16839.0,BKR,bmo
2020-07-22,Akzo Nobel Nv,,0.28,,0.29,2187.49,19402.0,AKZOY,bmo
2020-07-22,"Equifax, Inc.",,1.31,923.62,1.6,982.8,20190.0,EFX,amc
2020-07-22,Marketaxess Hol...,,2.13,185.16,2.2,184.8,20223.0,MKTX,bmo
2020-07-22,Iberdrola S.a.,,,,0.4,10376.99,83945.0,IBDRY,bmo
2020-07-22,Rogers Communic...,,0.59,2396.69,0.43,2276.04,20909.0,RCI,bmo
2020-07-22,Helix Energy So...,,-0.02,173.67,0.04,199.15,588.0,HLX,amc
2020-07-22,Iqvia Holdings...,,1.05,2405.47,1.18,2521.0,29972.0,IQV,bmo
2020-07-22,Check Point Sof...,,1.42,486.35,1.58,505.6,18090.0,CHKP,bmo
2020-07-22,"Lithia Motors,...",,1.51,2317.62,3.72,2758.6,3979.0,LAD,bmo
2020-07-22,Echo Global Log...,,0.1,466.76,0.19,514.72,645.0,ECHO,amc
2020-07-22,Slm Corporation...,,0.06,351.93,-0.22,348.78,2637.0,SLM,amc
2020-07-22,Valmont Industr...,,1.47,648.8,2.0,688.81,2523.0,VMI,amc
2020-07-22,Cvb Financial C...,,0.27,119.07,0.31,116.72,2499.0,CVBF,amc
2020-07-22,Umpqua Holdings...,,0.15,306.55,0.24,327.98,2455.0,UMPQ,amc
2020-07-22,Northfield Banc...,,0.15,32.54,0.24,34.47,508.0,NFBK,amc
2020-07-22,Monarch Casino...,,-0.6,11.27,-0.24,15.16,637.0,MCRI,amc
2020-07-22,Live Oak Bancsh...,,0.03,55.34,0.09,63.31,644.0,LOB,amc
2020-07-22,Meta Financial...,,0.19,105.37,0.53,103.19,649.0,CASH,amc
2020-07-22,Brookline Banco...,,0.14,72.84,0.24,70.52,776.0,BRKL,amc
2020-07-22,Stewart Informa...,,,,1.37,516.11,871.0,STC,amc
2020-07-22,"Netgear, Inc.",,0.23,239.56,0.54,280.05,888.0,NTGR,amc
2020-07-22,Southside Bancs...,,0.35,56.35,0.65,62.48,912.0,SBSI,bmo
2020-07-22,Stock Yards Ban...,,0.48,46.6,0.59,46.15,930.0,SYBT,bmo
2020-07-22,Core Laboratori...,,0.09,115.43,0.14,115.74,992.0,CLB,amc
2020-07-22,"Eagle Bancorp,...",,0.74,85.38,0.9,93.86,1001.0,EGBN,amc
2020-07-22,Cadence Bancorp...,,0.2,188.02,-0.45,184.66,1050.0,CADE,bmo
2020-07-22,Bright Scholar...,,0.14,,0.06,103.63,1078.0,BEDU,amc
2020-07-22,Kaiser Aluminum...,,,,0.36,275.7,1121.0,KALU,amc
2020-07-22,Getty Realty Co...,,0.44,34.23,0.44,36.34,1229.0,GTY,amc
2020-07-22,Banner Corporat...,,0.33,140.97,0.67,147.3,1292.0,BANR,amc
2020-07-22,Hni Corporation...,,,,0.2,417.46,1294.0,HNI,amc
2020-07-22,Bank Of N.t. Bu...,,0.55,121.55,0.67,120.77,1381.0,NTB,amc
2020-07-22,"Wesbanco, Inc.",,0.35,146.49,0.07,151.87,1388.0,WSBC,amc
2020-07-22,Texas Capital B...,,0.16,235.15,0.26,280.43,1421.0,TCBI,amc
2020-07-22,Brandywine Real...,,0.34,140.84,0.34,136.84,1792.0,BDN,amc
2020-07-22,Washington Fede...,,0.47,131.4,0.46,130.65,1933.0,WAFD,amc
2020-07-22,Plexus Corp.,,0.75,801.94,1.2,857.39,2161.0,PLXS,amc
2020-07-22,Sterling Bancor...,,0.24,242.51,0.29,239.39,2221.0,STL,amc
2020-07-22,Stepan Company,,1.18,437.5,1.65,460.55,2278.0,SCL,bmo
2020-07-22,Polyone Corpora...,,0.27,598.65,0.28,609.1,2352.0,AVNT,bmo
2020-07-22,Evercore Inc,,1.27,456.6,1.53,512.4,2405.0,EVR,bmo
2020-07-22,Dover Corporati...,,0.89,1458.13,1.13,1499.18,14897.0,DOV,bmo
2020-07-22,Northern Trust...,,1.37,1488.58,1.46,1506.1,16609.0,NTRS,bmo
2020-07-22,Axt Inc,,-0.01,21.74,0.01,22.13,219.0,AXTI,amc
2020-07-22,Thermo Fisher S...,,2.67,6910.0,3.89,6917.0,159201.0,TMO,bmo
2020-07-22,Richardson Elec...,,,,-0.1,37.36,56.0,RELL,amc
2020-07-22,Limestone Banco...,,0.11,11.3,0.26,11.71,73.0,LMST,amc
2020-07-22,Alpine Income P...,,0.22,3.86,0.16,4.59,108.0,PINE,amc
2020-07-22,Middlefield Ban...,,0.06,11.4,0.46,12.22,119.0,MBCN,bmo
2020-07-22,Bay Commercial...,,0.34,22.34,0.26,22.25,152.0,BCML,amc
2020-07-22,First Internet...,,0.34,20.32,0.4,19.4,154.0,INBK,amc
2020-07-22,Las Vegas Sands...,,-0.72,738.91,-1.05,98.0,36659.0,LVS,amc
2020-07-22,Central Valley...,,0.34,19.37,0.18,17.62,175.0,CVCY,amc
2020-07-22,Old Second Banc...,,0.15,30.95,0.31,33.4,234.0,OSBC,amc
2020-07-22,"First Bancorp,...",,,,0.6,19.09,243.0,FNLC,amc
2020-07-22,Farmers  Mercha...,,0.33,17.3,0.43,17.9,245.0,FMAO,amc
2020-07-22,Metropolitan Ba...,,0.93,33.72,1.29,35.81,255.0,MCB,bmo
2020-07-22,Nve Corporation...,,,,0.5,4.59,300.0,NVEC,amc
2020-07-22,Keycorp,,0.15,1602.38,0.16,1710.0,11841.0,KEY,bmo
2020-07-22,Armour Resident...,,,,0.19,23.13,628.0,ARR,amc
2020-07-22,Armstrong Floor...,,,,-0.23,145.6,68.0,AFI,bmo
2020-07-22,Chipotle Mexica...,,0.51,1333.44,0.4,1364.74,32440.0,CMG,amc
2020-07-22,Bank First Nati...,,0.8,23.7,1.11,28.56,454.0,BFC,amc
2020-07-22,Univest Corpora...,,0.25,59.02,0.07,61.52,451.0,UVSP,amc
2020-07-22,Tristate Capita...,,0.2,48.93,0.3,46.48,443.0,TSC,amc
2020-07-22,Resources Conne...,,0.18,163.25,0.16,178.57,398.0,RGP,amc
2020-07-22,Brightcove Inc....,,-0.03,44.92,0.07,47.93,314.0,BCOV,amc
2020-07-22,Covenant Transp...,,-0.01,173.1,,,301.0,CVLG,amc
2020-07-22,Constellium Se,,-0.29,1119.86,-0.26,1135.03,,CSTM,bmo
2020-07-22,"Gse Systems, In...",,,,-0.04,17.71,19.0,GVP,amc
2020-07-22,Biogen Inc.,,8.03,3435.32,10.26,3681.6,45724.0,BIIB,bmo
2020-07-22,Graco Inc.,,0.27,326.13,0.37,366.89,8711.0,GGG,amc
2020-07-22,Whirlpool Corpo...,,0.74,3570.56,2.15,4042.0,8937.0,WHR,amc
2020-07-22,Rush Enterprise...,,0.03,,0.46,1002.51,1616.0,RUSHA,amc
2020-07-22,Discover Financ...,,0.05,2632.24,-1.2,2662.0,15012.0,DFS,amc
2020-07-22,Suncor Energy...,,-0.44,4067.47,-0.71,3062.38,27727.0,SU,amc
2020-07-22,Trinity Industr...,,0.08,474.0,0.02,509.2,2506.0,TRN,amc
2020-07-22,Teledyne Techno...,,2.01,743.7,2.43,743.3,12089.0,TDY,bmo
2020-07-22,Amphenol Corpor...,,0.64,1752.03,0.81,1987.5,30211.0,APH,bmo
2020-07-22,Abb Ltd,,0.11,,0.22,6154.0,53878.0,ABB,bmo
2020-07-22,"Origin Bancorp,...",,0.19,56.76,0.21,65.37,496.0,OBNK,amc
2020-07-22,Microsoft Corpo...,,1.38,36586.54,1.46,38033.0,1583043.0,MSFT,amc
2020-07-22,Align Technolog...,,-0.01,345.5,-0.35,352.31,24836.0,ALGN,amc
2020-07-22,"Kinder Morgan,...",,0.18,2907.49,0.17,2560.0,34126.0,KMI,amc
2020-07-22,New Residential...,,0.27,87.87,0.34,115.8,3279.0,NRZ,bmo
2020-07-22,"Hca Healthcare,...",,-0.94,9402.03,1.5,11068.0,36912.0,HCA,bmo
2020-07-22,Csx Corporation...,,0.67,2305.96,0.65,2255.0,55443.0,CSX,amc
2020-07-22,Spirit Airlines...,,-2.7,118.5,-3.59,138.53,1141.0,SAVE,amc
2020-07-21,Murphy Usa Inc....,,4.84,2570.26,5.73,2379.6,3931.0,MUSA,bmo
2020-07-21,Graphic Packagi...,,0.19,1601.11,0.26,1611.0,3938.0,GPK,bmo
2020-07-21,Pinnacle Financ...,,0.88,270.63,0.89,273.61,3112.0,PNFP,amc
2020-07-21,Ab Skf,,,,0.28,1714.89,8875.0,SKFRY,bmo
2020-07-21,Disco Corp,,0.36,342.59,0.33,331.51,9366.0,DSCSY,bmo
2020-07-21,Wintrust Financ...,,0.74,374.45,0.34,425.12,2577.0,WTFC,amc
2020-07-21,Svenska Cellulo...,,0.09,476.18,0.07,484.23,7649.0,SVCBY,bmo
2020-07-21,Commerce Bancsh...,,0.53,314.83,0.34,320.57,6509.0,CBSH,bmo
2020-07-21,Signature Bank,,2.27,387.76,2.21,399.8,5869.0,SBNY,bmo
2020-07-21,Rexford Industr...,,0.32,78.22,0.32,79.95,4750.0,REXR,amc
2020-07-21,Ssab Svenskt,,,1476.8,-0.01,1565.71,2843.0,SSAAY,bmo
2020-07-21,Aar Corp.,,-0.24,325.87,0.26,416.5,673.0,AIR,amc
2020-07-21,Summit Material...,,0.25,549.9,0.5,575.24,2079.0,SUM,amc
2020-07-21,Consumer Portfo...,,0.26,74.77,0.13,67.29,71.0,CPSS,amc
2020-07-21,Nicolet Banksha...,,0.98,44.0,1.28,49.2,562.0,NCBS,amc
2020-07-21,Stora Enso Oyj,,0.1,2280.22,0.15,2327.31,10130.0,SEOAY,bmo
2020-07-21,Peoples Bancorp...,,0.09,50.21,0.29,49.52,418.0,PEBO,bmo
2020-07-21,Mercantile Bank...,,0.32,36.67,0.54,41.56,374.0,MBWM,bmo
2020-07-21,Capital City Ba...,,0.32,42.8,0.55,55.66,323.0,CCBG,bmo
2020-07-21,Flushing Financ...,,,,0.36,62.45,301.0,FFIC,amc
2020-07-21,Cnb Financial C...,,0.38,35.2,0.56,37.89,259.0,CCNE,amc
2020-07-21,Organigram Hold...,,-0.02,16.42,0.0,13.0,242.0,OGI,bmo
2020-07-21,Equity Bancshar...,,0.22,38.21,0.16,38.62,233.0,EQBK,amc
2020-07-21,"Smartfinancial,...",,0.29,27.74,0.48,29.26,227.0,SMBK,amc
2020-07-21,"Transcat, Inc.",,-0.05,38.72,0.11,38.9,200.0,TRNS,amc
2020-07-21,Orrstown Financ...,,0.34,26.59,0.58,27.99,148.0,ORRF,amc
2020-07-21,Computer Task G...,,,,0.1,89.15,73.0,CTG,bmo
2020-07-21,Ameriserv Finan...,,,,0.08,13.24,51.0,ASRV,bmo
2020-07-21,Healthcare Serv...,,0.26,450.41,0.31,452.03,2046.0,HCSG,amc
2020-07-21,Southcrest Fina...,,0.16,,0.15,6.14,38.0,SCSG,amc
2020-07-21,Trustco Bank Co...,,0.11,40.64,0.12,41.11,598.0,TRST,amc
2020-07-21,Meridian Bancor...,,0.31,50.18,0.34,56.03,614.0,EBSB,amc
2020-07-21,Preferred Bank,,0.79,43.39,1.03,43.61,633.0,PFBC,amc
2020-07-21,National Bank H...,,0.28,67.16,0.62,86.17,828.0,NBHC,amc
2020-07-21,"Calix, Inc",,0.06,113.1,0.14,119.02,972.0,CALX,amc
2020-07-21,Central Europea...,,,,0.08,135.55,982.0,CETV,bmo
2020-07-21,United Communit...,,0.31,141.0,0.32,149.54,1488.0,UCBI,amc
2020-07-21,First Midwest B...,,0.16,185.8,0.19,178.23,1510.0,FMBI,amc
2020-07-21,Mueller Industr...,,,,0.5,500.17,1611.0,MLI,bmo
2020-07-21,Hancock Whitney...,,-1.36,312.85,-1.36,311.81,1664.0,HWC,amc
2020-07-21,Cit Group Inc.,,-0.63,442.0,-0.62,411.0,1848.0,CIT,bmo
2020-07-21,Usana Health Sc...,,1.19,267.8,1.32,258.99,1864.0,USNA,amc
2020-07-21,Randstad Holdin...,,,,0.19,4884.7,9620.0,RANJY,bmo
2020-07-21,Capital One Fin...,,-1.25,6875.57,-1.61,6556.0,28625.0,COF,amc
2020-07-21,Alfa Laval Ab U...,,,,0.32,1080.14,10319.0,ALFVY,bmo
2020-07-21,Comerica Incorp...,,0.21,691.96,0.8,718.0,5178.0,CMA,bmo
2020-07-21,W.r. Berkley Co...,,0.23,1908.2,0.06,1782.4,11442.0,WRB,amc
2020-07-21,Lockheed Martin...,,5.71,15235.36,6.13,16220.0,105197.0,LMT,bmo
2020-07-21,Snap Inc.,,-0.09,447.64,-0.09,454.16,36064.0,SNAP,amc
2020-07-21,Cocacola Compan...,,0.4,7153.51,0.42,7150.0,202719.0,KO,bmo
2020-07-21,Intuitive Surgi...,,0.34,675.15,1.11,852.1,76752.0,ISRG,amc
2020-07-21,Philip Morris I...,,1.09,6492.04,1.29,6651.0,118217.0,PM,bmo
2020-07-21,United Airlines...,,-9.13,1216.97,-9.31,1475.0,8200.0,UAL,amc
2020-07-21,Synchrony Finan...,,0.04,3340.5,0.06,3491.0,13215.0,SYF,bmo
2020-07-21,Novartis Ag,,1.29,11645.0,1.35,11347.0,196874.0,NVS,bmo
2020-07-21,Irobot Corporat...,,0.21,264.48,1.06,279.88,2392.0,IRBT,amc
2020-07-21,Paccar Inc.,,0.31,2934.14,0.43,2701.9,28924.0,PCAR,bmo
2020-07-21,Td Ameritrade H...,,0.84,1413.04,1.09,1586.0,20593.0,AMTD,amc
2020-07-21,Texas Instrumen...,,0.88,2962.39,1.48,3239.0,124340.0,TXN,amc
2020-07-21,"Teradyne, Inc.",,1.04,758.44,1.33,838.66,14873.0,TER,amc
2020-07-21,Navient Corpora...,,0.48,284.5,0.92,329.0,1472.0,NAVI,amc
2020-07-21,Canadian Nation...,,0.92,2407.64,0.92,2315.0,67993.0,CNI,amc
2020-07-21,"Avangrid, Inc.",,0.36,1448.15,0.32,1392.0,14628.0,AGR,amc
2020-07-21,Nidec Corp.,,,,0.08,3132.27,46077.0,NJDCY,bmo
2020-07-21,Carlisle Compan...,,1.06,998.0,1.61,1024.2,6735.0,CSL,amc
2020-07-21,Fulton Financia...,,0.04,208.2,0.24,211.78,1654.0,FULT,amc
2020-07-21,Synovus Financi...,,0.15,441.11,0.23,550.05,3040.0,SNV,bmo
2020-07-21,Interactive Bro...,,0.3,475.2,0.57,539.0,21332.0,IBKR,amc
2020-07-21,Ubs Group Ag,,,,0.33,7676.0,45054.0,UBS,bmo
2020-07-21,"Prologis, Inc.",,0.99,927.32,1.11,944.37,72329.0,PLD,bmo
2020-07-21,Kb Financial Gr...,,,,2.04,2497.06,12794.0,KB,bmo
2020-07-20,"Calmaine Foods,...",,,,1.24,453.33,2142.0,CALM,bmo
2020-07-20,Bryn Mawr Bank...,,0.45,56.88,0.77,60.16,569.0,BMTC,amc
2020-07-20,Bancorpsouth Ba...,,0.31,247.16,0.59,261.83,2312.0,BXS,amc
2020-07-20,Servisfirst Ban...,,0.67,100.51,0.75,90.27,2009.0,SFBS,amc
2020-07-20,Fb Financial Co...,,0.48,97.87,0.74,136.83,822.0,FBK,amc
2020-07-20,Enterprise Fina...,,0.56,74.7,0.56,83.15,810.0,EFSC,amc
2020-07-20,Triumph Bancorp...,,0.04,70.49,0.25,84.28,651.0,TBK,amc
2020-07-20,Washington Trus...,,0.64,49.03,1.21,57.27,598.0,WASH,amc
2020-07-20,Lcnb Corporatio...,,,,0.39,17.32,198.0,LCNB,amc
2020-07-20,Great Southern...,,0.66,51.1,0.93,51.72,549.0,GSBC,amc
2020-07-20,Bank Of Marin B...,,0.4,28.75,0.46,26.19,446.0,BMRC,bmo
2020-07-20,Guaranty Bancsh...,,0.06,26.4,0.95,28.17,292.0,GNTY,amc
2020-07-20,Sierra Bancorp,,0.41,30.0,0.54,31.04,290.0,BSRR,bmo
2020-07-20,Spirit Of Texas...,,0.39,28.2,0.44,28.62,211.0,STXB,amc
2020-07-20,Chemung Financi...,,0.46,19.4,1.2,20.67,132.0,CHMG,amc
2020-07-20,Petroteq Energy...,,,,-0.01,0.13,9.0,PQEFF,amc
2020-07-20,Agree Realty Co...,,0.72,55.23,0.76,57.54,3440.0,ADC,amc
