,Company,ESP,Estimate_eps,Estimate_sales,Reported_eps,Reported_sales,cap,symbol,timing
2019-08-07,"Centurylink, In...",,0.31,5625.43,0.34,5578.0,10679.0,CTL,amc
2019-08-07,Energy Transfer...,,0.36,14321.3,0.33,13877.0,18130.0,ET,amc
2019-08-07,Cyberark Softwa...,,0.47,97.21,0.59,100.18,4456.0,CYBR,bmo
2019-08-07,Skyworks Soluti...,,1.34,765.94,1.35,767.0,22932.0,SWKS,amc
2019-08-07,Teva Pharmaceut...,,0.58,4261.04,0.6,4337.0,13336.0,TEVA,bmo
2019-08-07,Denbury Resourc...,,0.09,332.2,0.13,343.37,129.0,DNR,bmo
2019-08-07,"Fossil Group, I...",,-0.07,496.45,-0.04,501.4,207.0,FOSL,amc
2019-08-07,"Tripadvisor, In...",,0.52,448.04,0.45,422.0,2691.0,TRIP,amc
2019-08-07,Marathon Oil Co...,,0.11,1359.09,0.23,1433.0,4631.0,MRO,amc
2019-08-07,Resideo Technol...,,0.2,1224.0,0.19,1242.0,1672.0,REZI,amc
2019-08-07,Fox Corporation...,,0.59,2459.36,0.62,2513.0,15334.0,FOXA,amc
2019-08-07,"Petiq, Inc.",,0.28,193.84,0.7,220.63,1017.0,PETQ,amc
2019-08-07,Aspen Technolog...,,1.08,161.59,1.59,195.77,6557.0,AZPN,amc
2019-08-07,Proteostasis Th...,,-0.35,0.85,-0.39,0.0,76.0,PTI,amc
2019-08-07,Spectrum Brands...,,1.22,1007.58,1.35,1022.2,2059.0,SPB,bmo
2019-08-07,New Mountain Fi...,,0.35,64.98,0.35,66.47,902.0,NMFC,amc
2019-08-07,Arcos Dorados H...,,0.06,736.28,0.05,723.75,1012.0,ARCO,bmo
2019-08-07,"Pdl Biopharma,...",,0.04,,0.1,-22.53,348.0,PDLI,amc
2019-08-07,Dynavax Technol...,,-0.63,7.91,-0.66,8.3,942.0,DVAX,amc
2019-08-07,Arena Pharmaceu...,,-1.02,1.03,-1.24,1.02,3254.0,ARNA,amc
2019-08-07,"Acm Research, I...",,0.11,25.4,0.26,29.01,1412.0,ACMR,amc
2019-08-07,Amag Pharmaceut...,,-0.66,92.07,-1.28,78.11,305.0,AMAG,bmo
2019-08-07,Transact Techno...,,,,0.02,11.35,32.0,TACT,amc
2019-08-07,One Liberty Pro...,,0.52,21.46,0.48,20.72,350.0,OLP,amc
2019-08-07,Pan American Si...,,0.05,339.46,0.04,282.95,7491.0,PAAS,amc
2019-08-07,"Flowers Foods,...",,0.26,965.32,0.25,975.76,4824.0,FLO,amc
2019-08-07,"Lhc Group, Inc....",,1.0,521.88,1.07,517.84,5954.0,LHCG,amc
2019-08-07,"Marchex, Inc.",,0.01,25.02,0.01,26.34,76.0,MCHX,amc
2019-08-07,Jack In The Box...,,0.99,219.27,1.07,222.36,1725.0,JACK,amc
2019-08-07,Upwork Inc.,,-0.05,73.18,-0.02,74.26,1630.0,UPWK,amc
2019-08-07,"Switch, Inc.",,0.06,109.74,0.04,111.59,4364.0,SWCH,amc
2019-08-07,Iacinteractiv,,0.92,,,,,IAC,amc
2019-08-07,Pegasystems Inc...,,-0.14,202.5,-0.3,205.59,8350.0,PEGA,amc
2019-08-07,Pennantpark Flo...,,0.3,22.9,0.29,22.88,323.0,PFLT,amc
2019-08-07,Darling Ingredi...,,0.19,830.33,0.16,827.32,4483.0,DAR,amc
2019-08-07,"Q2 Holdings, In...",,-0.01,76.07,0.01,77.65,4563.0,QTWO,amc
2019-08-07,The Middleby Co...,,1.77,775.22,1.7,761.0,4727.0,MIDD,bmo
2019-08-07,"Primerica, Inc....",,2.14,505.26,2.21,504.9,4799.0,PRI,amc
2019-08-07,Allogene Therap...,,-0.47,,-0.41,0.0,5194.0,ALLO,bmo
2019-08-07,Amerco,,8.14,1011.0,6.76,1079.25,6117.0,UHAL,amc
2019-08-07,Nuance Communic...,,0.28,455.93,0.31,460.2,7549.0,NUAN,amc
2019-08-07,Amdocs Limited,,1.11,1025.32,1.19,1024.7,7970.0,DOX,amc
2019-08-07,Clarivate Analy...,,-0.18,239.8,-0.12,242.31,9056.0,CCC,bmo
2019-08-07,"Lyft, Inc.",,-1.03,809.35,-0.68,867.27,9355.0,LYFT,amc
2019-08-07,"Avalara, Inc.",,-0.11,84.62,-0.03,91.3,9895.0,AVLR,amc
2019-08-07,"Cable One, Inc....",,7.76,283.67,6.35,285.65,10325.0,CABO,amc
2019-08-07,Lamar Advertisi...,,1.66,453.37,1.54,448.74,6661.0,LAMR,bmo
2019-08-07,Gladstone Land...,,0.12,,0.13,8.36,342.0,LAND,amc
2019-08-07,"Veritone, Inc.",,-0.47,12.22,-0.8,12.27,330.0,VERI,amc
2019-08-07,Fortuna Silver...,,0.04,,0.05,67.91,1171.0,FSM,amc
2019-08-07,"Healthways, Inc...",,0.66,338.59,0.64,340.38,629.0,TVTY,amc
2019-08-07,Comstock Resour...,,0.22,127.9,0.12,128.12,971.0,CRK,bmo
2019-08-07,"Techtarget, Inc...",,0.24,33.65,0.26,34.29,930.0,TTGT,amc
2019-08-07,Forescout Techn...,,-0.47,77.27,-0.33,78.28,1425.0,FSCT,amc
2019-08-07,Infinera Corpor...,,-0.29,299.79,-0.24,296.25,1332.0,INFN,amc
2019-08-07,Star Bulk Carri...,,-0.31,137.11,-0.22,157.79,602.0,SBLK,amc
2019-08-07,Wright Medical...,,0.01,233.52,0.02,229.73,3863.0,WMGI,amc
2019-08-07,"Envestnet, Inc",,0.44,225.46,0.46,224.45,4335.0,ENV,amc
2019-08-07,Aerie Pharmaceu...,,-0.87,14.6,-0.8,15.84,639.0,AERI,amc
2019-08-06,Xenon Pharmaceu...,,-0.46,,-0.37,0.0,452.0,XENE,amc
2019-08-06,Textainer Group...,,0.32,146.5,0.16,155.11,479.0,TGH,amc
2019-08-06,"The Andersons,...",,,,0.98,2325.04,454.0,ANDE,amc
2019-08-06,Franks Internat...,,-0.06,147.27,-0.07,155.65,465.0,FI,bmo
2019-08-06,Sibone Inc.,,-0.4,,-0.35,16.32,470.0,SIBN,amc
2019-08-06,"Tcg Bdc, Inc.",,0.44,57.7,0.46,56.87,472.0,CGBD,amc
2019-08-06,Aptose Bioscien...,,-0.14,,-0.13,0.0,475.0,APTO,amc
2019-08-06,Prothena Corpor...,,-0.56,0.22,-0.4,0.17,515.0,PRTA,amc
2019-08-06,American Public...,,0.3,70.0,0.3,70.56,485.0,APEI,amc
2019-08-06,Playa Hotels  R...,,-0.02,159.66,0.01,164.02,487.0,PLYA,amc
2019-08-06,Flexion Therape...,,-1.06,14.03,-0.96,16.95,502.0,FLXN,amc
2019-08-06,"Mbia, Inc.",,,,-0.9,30.0,502.0,MBI,amc
2019-08-06,"Vectrus, Inc.",,0.72,325.8,0.74,331.59,514.0,VEC,amc
2019-08-06,Par Technology...,,-0.12,48.05,-0.18,44.25,549.0,PAR,amc
2019-08-06,The Hackett Gro...,,0.27,73.2,0.28,73.52,423.0,HCKT,amc
2019-08-06,Repro Med Syste...,,,,0.0,5.35,428.0,KRMD,amc
2019-08-06,Seres Therapeut...,,-0.42,10.29,-0.24,12.53,345.0,MCRB,bmo
2019-08-06,Kamada Ltd.,,0.15,33.86,0.16,35.25,418.0,KMDA,bmo
2019-08-06,Barrett Busines...,,1.64,1467.1,1.81,1463.96,413.0,BBSI,amc
2019-08-06,American Vangua...,,0.09,111.25,0.11,113.1,411.0,AVD,amc
2019-08-06,Loral Space And...,,,,1.23,0.0,408.0,LORL,amc
2019-08-06,Allot Communica...,,-0.05,26.63,-0.06,26.55,402.0,ALLT,bmo
2019-08-06,Bluegreen Vacat...,,-0.18,181.96,-0.15,195.57,389.0,BXG,bmo
2019-08-06,Oxford Immunote...,,-0.05,19.44,0.02,19.59,379.0,OXFD,bmo
2019-08-06,"Hci Group, Inc....",,0.78,55.26,0.81,58.63,372.0,HCI,amc
2019-08-06,Aeglea Biothera...,,-0.5,,-0.55,0.0,363.0,AGLE,bmo
2019-08-06,Ufp Technologie...,,0.56,51.5,0.62,51.4,357.0,UFPT,bmo
2019-08-06,Gamco Investors...,,,,0.89,76.41,353.0,GBL,amc
2019-08-06,Cytosorbents Co...,,-0.14,6.53,-0.11,6.23,345.0,CTSO,amc
2019-08-06,"Provention Bio,...",,-0.31,,-0.32,0.0,583.0,PRVB,bmo
2019-08-06,Gold Resource C...,,0.04,32.67,0.03,29.37,332.0,GORO,amc
2019-08-06,Powell Industri...,,,,0.44,135.59,321.0,POWL,amc
2019-08-06,Kala Pharmaceut...,,-0.74,2.62,-0.7,2.06,573.0,KALA,bmo
2019-08-06,"Curis, Inc.",,,,-0.22,2.09,51.0,CRIS,amc
2019-08-06,Siga Technologi...,,,,-0.05,3.91,587.0,SIGA,amc
2019-08-06,"Zogenix, Inc.",,-0.83,15.0,-0.89,1.07,1544.0,ZGNX,amc
2019-08-06,Cubic Corporati...,,0.65,347.28,0.66,382.68,1375.0,CUB,amc
2019-08-06,"Shutterstock, I...",,0.31,171.93,0.33,161.74,1390.0,SSTK,bmo
2019-08-06,Karyopharm Ther...,,-0.97,,-0.71,9.49,1391.0,KPTI,bmo
2019-08-06,"Nantkwest, Inc....",,-0.25,,-0.17,0.02,1495.0,NK,amc
2019-08-06,National Resear...,,0.26,30.26,0.29,31.41,1510.0,NRC,amc
2019-08-06,R1 Rcm Inc.,,-0.02,291.7,-0.09,295.0,1518.0,RCM,bmo
2019-08-06,"Avanos Medical,...",,0.25,172.67,0.28,172.2,1533.0,AVNS,bmo
2019-08-06,Myovant Science...,,-0.95,,-0.89,0.0,1539.0,MYOV,amc
2019-08-06,Plains Group Ho...,,0.32,9922.24,0.4,8253.0,1594.0,PAGP,amc
2019-08-06,Bioxcel Therape...,,-0.52,,-0.54,0.0,1280.0,BTAI,bmo
2019-08-06,Gcp Applied Tec...,,0.29,285.8,0.19,262.2,1605.0,GCP,amc
2019-08-06,Northwest Natur...,,-0.09,,0.07,123.0,1630.0,NWN,bmo
2019-08-06,Edgewell Person...,,0.94,613.56,1.11,609.2,1640.0,EPC,bmo
2019-08-06,"Spx Flow, Inc.",,0.48,500.34,0.39,385.4,1656.0,FLOW,bmo
2019-08-06,Bmc Stock Holdi...,,0.55,939.19,0.59,946.38,1712.0,BMCH,bmo
2019-08-06,Liberty Global...,,,,-0.64,982.9,1720.0,LILAK,amc
2019-08-06,Verra Mobility...,,0.19,103.25,0.22,109.58,1750.0,VRRM,amc
2019-08-06,Liberty Latin A...,,,,-0.64,982.9,1751.0,LILA,amc
2019-08-06,Red Rock Resort...,,0.17,443.44,0.13,482.87,1332.0,RRR,amc
2019-08-06,Akcea Therapeut...,,-0.38,40.7,-0.4,26.62,1261.0,AKCA,amc
2019-08-06,Rosetta Stone,,-0.27,44.5,-0.12,45.94,587.0,RST,amc
2019-08-06,"Genesis Energy,...",,0.17,624.85,0.17,634.79,903.0,GEL,bmo
2019-08-06,Pacific Bioscie...,,-0.18,22.27,-0.16,24.62,631.0,PACB,amc
2019-08-06,Varex Imaging,,0.31,187.55,0.24,196.7,639.0,VREX,amc
2019-08-06,Quotient Techno...,,0.01,103.91,0.01,104.69,696.0,QUOT,amc
2019-08-06,Westlake Chemic...,,,,0.39,270.06,704.0,WLKP,bmo
2019-08-06,Cellectis S.a.,,-0.65,3.45,-0.79,2.93,730.0,CLLS,amc
2019-08-06,"Plantronics, In...",,1.27,494.96,1.32,447.77,765.0,PLT,amc
2019-08-06,Gilat Satellite...,,,,0.09,59.69,296.0,GILT,bmo
2019-08-06,"Neenah Paper, I...",,0.9,257.3,0.95,253.4,833.0,NP,amc
2019-08-06,Heska Corporati...,,-0.07,29.19,-0.03,28.15,911.0,HSKA,bmo
2019-08-06,"Model N, Inc.",,0.01,34.09,0.06,34.71,1242.0,MODN,amc
2019-08-06,"Retrophin, Inc....",,-0.39,42.66,-0.58,44.71,921.0,RTRX,amc
2019-08-06,Chipmos Technol...,,,,1.12,158.2,958.0,IMOS,bmo
2019-08-06,Enanta Pharmace...,,0.07,46.26,0.33,44.37,989.0,ENTA,amc
2019-08-06,Orasure Technol...,,0.03,41.72,0.07,38.83,1051.0,OSUR,amc
2019-08-06,Cardiovascular...,,0.04,66.04,0.04,68.23,1067.0,CSII,amc
2019-08-06,Arcus Bioscienc...,,-0.37,4.54,-0.64,1.75,1077.0,RCUS,amc
2019-08-06,Tronox Limited,,0.09,793.72,0.26,791.0,1098.0,TROX,amc
2019-08-06,Rattler Midstre...,,0.27,96.82,0.11,111.77,1236.0,RTLR,amc
2019-08-06,Primoris Servic...,,0.29,735.5,0.35,789.93,827.0,PRIM,bmo
2019-08-06,Veritiv Corpora...,,0.12,,0.01,1958.2,271.0,VRTV,bmo
2019-08-06,Noodles  Compan...,,0.05,117.25,0.05,120.19,276.0,NDLS,amc
2019-08-06,Key Tronic Corp...,,,,0.08,105.58,77.0,KTCC,amc
2019-08-06,Trimel Pharmace...,,,,-0.01,1.26,45.0,ASPCF,amc
2019-08-06,"Kcap Financial,...",,,,0.02,6.91,49.0,PTMN,amc
2019-08-06,"Cv Sciences, In...",,0.03,17.45,0.03,16.85,55.0,CVSI,amc
2019-08-06,Potbelly Corpor...,,0.06,106.85,-0.02,105.63,57.0,PBPB,amc
2019-08-06,"Neuronetics, In...",,-0.43,15.8,-0.39,16.57,58.0,STIM,bmo
2019-08-06,Chesapeake Ener...,,-14.0,1162.95,-20.0,1454.0,72.0,CHKAQ,bmo
2019-08-06,Mri Interventio...,,,,-0.13,2.61,77.0,CLPT,amc
2019-08-06,Pareteum Corp.,,0.01,27.31,0.03,34.15,77.0,TEUM,amc
2019-08-06,Arlo Technologi...,,-0.43,77.72,-0.36,83.6,275.0,ARLO,amc
2019-08-06,Usd Partners Lp...,,0.16,,0.03,26.82,84.0,USDP,amc
2019-08-06,Natural Gas Ser...,,0.06,17.95,0.04,19.9,85.0,NGS,bmo
2019-08-06,Goodrich Petrol...,,0.25,34.46,0.34,31.88,86.0,GDP,bmo
2019-08-06,Crexendo Inc.,,,,0.03,3.61,91.0,CXDO,amc
2019-08-06,Capricor Therap...,,-0.8,0.22,-0.59,0.41,95.0,CAPR,amc
2019-08-06,"Sharpspring, In...",,-0.23,5.45,-0.19,5.52,100.0,SHSP,amc
2019-08-06,5n Plus Inc.,,,,0.02,50.29,105.0,FPLSF,amc
2019-08-06,Htg Molecular D...,,-0.15,5.54,-0.17,5.8,44.0,HTGM,amc
2019-08-06,Mountain Provin...,,,,0.01,71.6,44.0,MPVDF,amc
2019-08-06,Aileron Therape...,,-0.23,,-0.26,0.0,40.0,ALRN,amc
2019-08-06,U.s. Well Servi...,,-0.39,156.05,-0.26,151.42,33.0,USWS,amc
2019-08-06,Hicrush Inc.,,-0.05,170.08,-0.02,178.0,,HCR,amc
2019-08-06,Clearway Energy...,,,,-0.22,284.0,,CWENA,bmo
2019-08-06,Internap Corpor...,,-0.56,76.71,-0.78,73.13,2.0,INAPQ,bmo
2019-08-06,"Inspiremd, Inc....",,-2.0,1.3,-1.59,1.35,2.0,NSPR,bmo
2019-08-06,Unit Corporatio...,,0.05,183.47,-0.24,165.15,2.0,UNTCQ,bmo
2019-08-06,"Vivus, Inc.",,-1.0,16.88,-0.56,18.39,6.0,VVUSQ,amc
2019-08-06,Dean Foods Comp...,,-0.09,1886.6,-0.36,1843.5,6.0,DFODQ,bmo
2019-08-06,Frontier Commun...,,-0.34,2065.38,0.98,2067.0,9.0,FTRCQ,amc
2019-08-06,Conatus Pharmac...,,-1.2,7.0,-0.2,10.79,11.0,HSTO,amc
2019-08-06,Myos Rens Techn...,,-0.12,0.14,-0.13,0.15,14.0,MYOS,amc
2019-08-06,Digirad Corpora...,,,,0.04,25.8,14.0,DRAD,bmo
2019-08-06,Biolinerx Ltd.,,-0.65,,-0.04,0.0,15.0,BLRX,bmo
2019-08-06,Second Sight Me...,,-0.48,0.45,-0.48,1.28,22.0,EYES,amc
2019-08-06,Sunshine Heart...,,,,-1.93,1.68,26.0,CHFS,bmo
2019-08-06,Iridex Corporat...,,-0.22,10.94,-0.18,10.43,30.0,IRIX,amc
2019-08-06,Gamida Cell Ltd...,,-0.55,,-0.87,0.0,110.0,GMDA,bmo
2019-08-06,Chembio Diagnos...,,-0.16,8.65,-0.19,9.59,110.0,CEMI,amc
2019-08-06,Xeris Pharmaceu...,,-0.97,0.2,-1.28,0.31,111.0,XERS,amc
2019-08-06,Quantum Corpora...,,,,0.11,105.63,181.0,QMCO,amc
2019-08-06,"Weyco Group, In...",,,,0.15,60.48,193.0,WEYS,amc
2019-08-06,Paratek Pharmac...,,-1.16,1.86,-1.02,2.05,204.0,PRTK,amc
2019-08-06,Great Ajax Corp...,,0.4,14.9,0.31,20.7,207.0,AJX,amc
2019-08-06,Xoma Corporatio...,,-0.55,0.63,-0.47,0.96,209.0,XOMA,bmo
2019-08-06,Protective Insu...,,,,-0.05,127.0,213.0,PTVCB,amc
2019-08-06,Earthstone Ener...,,0.17,42.6,0.23,44.54,213.0,ESTE,amc
2019-08-06,Farmland Partne...,,-0.02,11.03,-0.05,10.95,214.0,FPI,amc
2019-08-06,Nextdecade Corp...,,-0.15,,-0.07,0.0,226.0,NEXT,amc
2019-08-06,"Comscore, Inc.",,-0.41,102.34,-0.18,96.89,241.0,SCOR,amc
2019-08-06,Retail Value In...,,,,0.72,60.89,244.0,RVI,amc
2019-08-06,Ceco Environmen...,,0.11,86.67,0.08,81.18,247.0,CECE,bmo
2019-08-06,Livexlive Media...,,-0.19,10.0,-0.21,9.5,250.0,LIVX,bmo
2019-08-06,Golden Entertai...,,0.11,249.18,-0.1,248.07,262.0,GDEN,amc
2019-08-06,Kar Auction Ser...,,0.4,693.76,0.3,719.1,1803.0,KAR,amc
2019-08-06,Cellular Biomed...,,-0.53,,-0.63,0.0,272.0,CBMG,amc
2019-08-06,Venator Materia...,,0.17,568.08,0.13,578.0,181.0,VNTR,bmo
2019-08-06,Compx Internati...,,,,0.39,33.7,170.0,CIX,amc
2019-08-06,Verona Pharma P...,,-0.61,,-0.88,0.0,112.0,VRNA,bmo
2019-08-06,Aquestive Thera...,,-0.67,10.46,-0.82,11.13,168.0,AQST,amc
2019-08-06,Drive Shack Inc...,,-0.06,56.4,-0.21,71.62,115.0,DS,bmo
2019-08-06,Intrepid Potash...,,0.03,,0.04,51.22,119.0,IPI,bmo
2019-08-06,Western Asset M...,,0.32,,0.31,15.86,119.0,WMC,amc
2019-08-06,Eton Pharmaceut...,,-0.3,,-0.18,0.0,122.0,ETON,amc
2019-08-06,Eclipse Resourc...,,0.09,145.23,0.41,155.54,130.0,MR,amc
2019-08-06,"Team, Inc.",,0.15,335.7,0.3,315.83,130.0,TISI,amc
2019-08-06,Fednat Holding...,,0.38,99.48,0.44,103.35,132.0,FNHC,amc
2019-08-06,Aquabounty Tech...,,-0.13,0.01,-0.19,0.04,133.0,AQB,amc
2019-08-06,"Arsanis, Inc.",,-0.79,,-1.02,0.0,135.0,XFOR,amc
2019-08-06,Ocwen Financial...,,,,-0.67,274.34,137.0,OCN,bmo
2019-08-06,Evelo Bioscienc...,,-0.65,,-0.65,0.0,142.0,EVLO,bmo
2019-08-06,Willis Lease Fi...,,,,2.66,95.8,146.0,WLFC,bmo
2019-08-06,"Calyxt, Inc.",,-0.32,0.3,-0.29,0.41,156.0,CLXT,amc
2019-08-06,Mayville Engine...,,0.31,144.43,0.46,145.13,156.0,MEC,amc
2019-08-06,500.com Limited...,,,,-0.4,1.62,166.0,WBAI,amc
2019-08-06,Insight Enterpr...,,1.39,1810.25,1.49,1836.02,1761.0,NSIT,bmo
2019-08-06,Extended Stay A...,,0.33,318.74,0.32,323.66,2037.0,STAY,amc
2019-08-06,Magnolia Oil  G...,,0.15,239.51,0.12,242.96,1804.0,MGY,amc
2019-08-06,Westlake Chemic...,,0.84,2098.87,0.92,2144.0,7113.0,WLK,bmo
2019-08-06,"Axogen, Inc.",,-0.13,26.73,-0.1,26.7,480.0,AXGN,amc
2019-08-06,Camtek Ltd.,,0.18,34.25,0.18,34.35,549.0,CAMT,bmo
2019-08-06,Computer Progra...,,0.52,69.2,0.5,66.16,375.0,CPSI,amc
2019-08-06,Invitae Corpora...,,-0.48,50.49,-0.52,53.48,3977.0,NVTA,amc
2019-08-06,Haemonetics Cor...,,0.63,238.48,0.81,238.45,4564.0,HAE,bmo
2019-08-06,Oasis Midstream...,,0.77,108.75,0.76,97.64,296.0,OMP,amc
2019-08-06,Jazz Pharmaceut...,,3.57,508.31,4.05,534.13,5840.0,JAZZ,amc
2019-08-06,"Therapeuticsmd,...",,-0.18,5.1,-0.19,6.08,609.0,TXMD,amc
2019-08-06,Maxar Technolog...,,0.05,533.0,0.24,490.0,1007.0,MAXR,amc
2019-08-06,"Ichor Holdings,...",,0.24,137.87,0.23,139.2,655.0,ICHR,amc
2019-08-06,American Superc...,,-0.31,10.95,-0.3,13.77,217.0,AMSC,amc
2019-08-06,Arlington Asset...,,,,0.23,6.58,113.0,AI,amc
2019-08-06,Adient Plc,,0.31,4102.99,0.38,4219.0,1661.0,ADNT,bmo
2019-08-06,Amn Healthcare...,,0.7,527.11,0.77,535.18,2470.0,AMN,amc
2019-08-06,Dxp Enterprises...,,0.7,337.3,0.73,333.32,338.0,DXPE,amc
2019-08-06,B2gold Corp,,0.03,307.4,0.05,267.21,6843.0,BTG,amc
2019-08-06,Zynerba Pharmac...,,-0.5,,-0.5,0.0,89.0,ZYNE,bmo
2019-08-06,Oasis Petroleum...,,0.02,504.31,0.03,529.41,240.0,OAS,amc
2019-08-06,Jones Lang Lasa...,,2.33,4104.1,2.94,4266.5,5184.0,JLL,bmo
2019-08-06,"Greensky, Inc.",,0.23,137.79,0.54,138.7,947.0,GSKY,bmo
2019-08-06,Transdigm Group...,,4.31,1580.67,4.95,1658.32,23839.0,TDG,bmo
2019-08-06,Armstrong Floor...,,0.04,189.0,0.36,177.7,68.0,AFI,bmo
2019-08-06,Alnylam Pharmac...,,-1.81,47.29,-1.83,44.71,18230.0,ALNY,bmo
2019-08-06,"Welbilt, Inc.",,0.18,424.1,0.22,426.3,935.0,WBT,bmo
2019-08-06,Louisianapacifi...,,0.25,641.98,0.11,588.0,3263.0,LPX,bmo
2019-08-06,Sotherly Hotels...,,0.54,52.4,0.47,51.54,35.0,SOHO,bmo
2019-08-06,Aecom,,0.71,5169.95,0.72,4980.2,5954.0,ACM,bmo
2019-08-06,Icahn Enterpris...,,,,-2.37,2196.0,10638.0,IEP,bmo
2019-08-06,Callon Petroleu...,,0.18,161.94,0.23,167.05,484.0,CPE,amc
2019-08-06,Colfax Corporat...,,0.6,1247.32,0.64,908.65,3713.0,CFX,bmo
2019-08-06,Supernus Pharma...,,0.56,108.71,0.61,104.7,1257.0,SUPN,amc
2019-08-06,"Antares Pharma,...",,-0.04,21.66,-0.01,28.43,475.0,ATRS,bmo
2019-08-06,National Vision...,,0.21,421.07,0.2,429.45,2494.0,EYE,bmo
2019-08-06,Sage Therapeuti...,,-3.32,1.2,-3.28,0.87,2375.0,SAGE,bmo
2019-08-06,Novanta Inc.,,0.54,154.58,0.54,155.15,3630.0,NOVT,bmo
2019-08-06,Papa Johns Inte...,,0.22,397.87,0.28,399.62,3046.0,PZZA,amc
2019-08-06,Apollo Investme...,,0.46,65.6,0.5,66.52,623.0,AINV,amc
2019-08-06,K12 Inc,,0.03,248.91,0.08,256.31,1920.0,LRN,amc
2019-08-06,Guardant Health...,,-0.34,35.5,-0.13,53.98,7695.0,GH,amc
2019-08-06,Intricon Corpor...,,0.02,29.32,0.03,29.34,113.0,IIN,amc
2019-08-06,Renewable Energ...,,-0.59,572.93,-1.51,560.64,1016.0,REGI,amc
2019-08-06,Ww Internationa...,,0.65,375.23,0.78,369.02,1815.0,WW,amc
2019-08-06,Gw Pharmaceutic...,,1.54,47.24,2.54,72.04,4250.0,GWPH,amc
2019-08-06,Clearway Energy...,,0.4,279.0,-0.22,284.0,4772.0,CWEN,bmo
2019-08-06,Microchip Techn...,,1.38,1331.62,1.41,1322.6,25556.0,MCHP,amc
2019-08-06,Emerson Electri...,,0.94,4814.09,0.94,4684.0,38113.0,EMR,bmo
2019-08-06,Two Harbors Inv...,,0.42,63.2,0.39,68.59,1439.0,TWO,amc
2019-08-06,The Walt Disney...,,1.76,21677.44,1.35,20245.0,214259.0,DIS,amc
2019-08-06,Omega Healthcar...,,0.75,228.31,0.77,225.28,6848.0,OHI,amc
2019-08-06,Duke Energy Cor...,,0.98,5689.11,1.12,5873.0,60500.0,DUK,bmo
2019-08-06,Bausch Health C...,,1.06,2167.03,1.03,2152.0,6280.0,BHC,bmo
2019-08-06,The Mosaic Comp...,,0.3,2252.27,0.12,2176.9,5030.0,MOS,bmo
2019-08-06,"Penumbra, Inc.",,0.21,131.25,0.27,134.2,7043.0,PEN,amc
2019-08-06,"Wynn Resorts, L...",,1.42,1593.04,1.44,1658.33,8542.0,WYNN,amc
2019-08-06,Arc Document So...,,,,0.07,98.87,50.0,ARC,amc
2019-08-06,Regeneron Pharm...,,5.42,1797.78,6.02,1933.7,70286.0,REGN,bmo
2019-08-06,Ppl Corporation...,,0.56,,0.58,1803.0,19496.0,PPL,bmo
2019-08-06,"New Relic, Inc....",,0.08,139.61,0.19,141.01,3897.0,NEWR,amc
2019-08-06,Hertz Global Ho...,,0.22,2450.99,0.74,2511.0,208.0,HTZ,amc
2019-08-06,Consol Coal Res...,,0.53,89.2,0.51,89.65,104.0,CCR,bmo
2019-08-06,"Planet Fitness,...",,0.41,167.75,0.45,181.66,5032.0,PLNT,amc
2019-08-06,"Plug Power, Inc...",,-0.1,49.7,-0.08,57.07,2945.0,PLUG,bmo
2019-08-06,Zoetis Inc.,,0.82,1515.68,0.9,1547.0,68871.0,ZTS,bmo
2019-08-06,Southwestern En...,,0.09,733.69,0.08,667.0,1430.0,SWN,amc
2019-08-06,"Becton, Dickins...",,3.05,4347.49,3.08,4350.0,73572.0,BDX,bmo
2019-08-06,Zagg Inc,,-0.09,105.02,-0.09,106.8,92.0,ZAGG,amc
2019-08-06,"Hubspot, Inc.",,0.25,157.37,0.37,163.26,10061.0,HUBS,amc
2019-08-06,"Parsley Energy,...",,0.31,468.01,0.32,498.54,4767.0,PE,amc
2019-08-06,Mallinckrodt Pu...,,2.1,823.67,2.53,823.3,215.0,MNK,bmo
2019-08-06,Eldorado Resort...,,0.49,657.01,0.24,637.12,3785.0,CZR,bmo
2019-08-06,"Discovery, Inc....",,0.99,2882.29,0.98,2885.0,10929.0,DISCA,bmo
2019-08-06,The Aes Corpora...,,0.27,2508.82,0.26,2483.0,10253.0,AES,bmo
2019-08-06,Inseego Corp.,,-0.01,53.17,-0.03,55.89,1117.0,INSG,amc
2019-08-06,Pitney Bowes In...,,0.2,,0.21,860.78,506.0,PBI,bmo
2019-08-06,Materialise Nv,,0.04,54.53,-0.01,55.08,1495.0,MTLS,bmo
2019-08-06,Tessera Holding...,,0.59,90.2,0.72,92.3,744.0,XPER,amc
2019-08-06,Diamondback Ene...,,1.74,1035.31,1.7,1021.0,6646.0,FANG,amc
2019-08-06,Plains All Amer...,,0.44,8226.92,0.67,8253.0,6036.0,PAA,amc
2019-08-06,Pioneer Natural...,,1.88,2378.07,2.01,1923.0,16935.0,PXD,amc
2019-08-06,Solaredge Techn...,,0.86,314.69,0.94,325.01,8456.0,SEDG,amc
2019-08-06,Shenandoah Tele...,,0.26,162.23,0.26,158.91,2479.0,SHEN,bmo
2019-08-06,Blue Apron Hold...,,-1.08,139.14,-0.59,119.17,189.0,APRN,bmo
2019-08-06,Newtek Business...,,0.58,14.33,0.57,14.15,372.0,NEWT,amc
2019-08-06,Enlink Midstrea...,,0.06,1831.25,0.05,1710.0,1287.0,ENLC,amc
